,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,x_geo,y_geo,transaction_date,log_price,set,zipcode,PREFERRED_CITY,address
3755,4,2.5,3340,10422,2.0,0,0,3,10,3340,1996,-122.197,47.6515,2014-07-01,13.955272500339431,train,98033,KIRKLAND,"Northeast 46th Street, Kirkland, King County, Washington, United States"
3756,4,2.75,2200,9778,1.0,0,0,4,8,1100,1962,-122.176,47.5472,2014-07-01,13.132313708257495,train,98006,BELLEVUE,"Southeast 62nd Street, Bellevue, King County, Washington, United States"
3757,3,2.5,2200,11000,2.0,0,2,3,9,2200,1978,-122.112,47.5916,2014-07-01,13.270783382522602,train,98008,BELLEVUE,
3758,3,2.5,2390,1984,2.0,0,0,3,8,2220,2008,-122.027,47.5405,2014-07-01,13.35315758764906,train,98027,ISSAQUAH,"Northeast Eagle Way, West Highlands Park, Issaquah, King County, Washington, United States"
3759,3,2.25,1710,21485,2.0,0,0,3,7,1710,1989,-122.053,47.6198,2014-07-01,13.085699393032735,train,98074,SAMMAMISH,"215th Avenue Northeast, Inglewood, Sammamish, King County, Washington, United States"
3760,4,1.0,1410,3376,1.5,0,0,5,7,1410,1911,-122.365,47.6606,2014-07-01,13.241034907121827,train,98107,SEATTLE,"Northwest 44th Street, Phinney Ridge, Seattle, King County, Washington, United States"
3761,3,2.0,1270,3600,1.0,0,0,3,7,1270,1963,-122.297,47.6099,2014-07-01,12.764258840656002,train,98122,SEATTLE,"East Marion Street, Madrona, Seattle, King County, Washington, United States"
3762,4,4.75,3970,9778,2.0,0,2,4,11,3390,1928,-122.366,47.6312,2014-07-01,14.648419680899378,train,98119,SEATTLE,"Willard Avenue West, Queen Anne, Seattle, King County, Washington, United States"
3763,3,1.75,1040,9000,1.0,0,0,4,7,1040,1967,-122.043,47.5253,2014-07-01,12.854483932248728,train,98027,ISSAQUAH,"Mount Defiance Circle Southwest, Issaquah, King County, Washington, United States"
3764,4,2.5,2530,5048,2.0,0,0,3,8,2530,2014,-122.063,47.3559,2014-07-01,12.942849076577568,train,98038,MAPLE VALLEY,
3765,3,2.75,3890,7216,2.0,0,1,3,8,3260,1967,-122.266,47.5445,2014-07-01,13.892471599100402,train,98118,SEATTLE,"South Morgan Street, Brighton Beach, Seattle, King County, Washington, United States"
3766,3,1.75,1860,6000,2.0,0,2,4,8,1860,1959,-122.288,47.5981,2014-07-01,13.493926933836812,train,98144,SEATTLE,"35th Avenue South, Leschi, Seattle, King County, Washington, United States"
3767,4,3.5,4080,10666,2.0,0,0,3,9,4080,2005,-122.023,47.6818,2014-07-01,13.732128949025222,train,98053,REDMOND,"237th Place Northeast, Parkside, Redmond Ridge, Redmond, King County, Washington, United States"
3768,3,2.0,2570,28500,1.0,0,0,3,9,1970,1983,-122.138,47.7318,2014-07-01,13.399995114002609,train,98052,REDMOND,"Northeast 144th Street, Hollywood Hill, Redmond, King County, Washington, United States"
3769,3,2.5,3660,39478,2.0,0,2,4,9,3260,1989,-121.972,47.2413,2014-07-01,13.180632285528304,train,98022,ENUMCLAW,
3770,2,1.0,900,13531,1.0,0,0,3,6,900,1979,-122.251,47.2616,2014-07-01,12.066810578196666,train,98001,AUBURN,
3771,4,2.5,2590,8483,2.0,0,0,3,9,2590,1991,-122.221,47.738,2014-07-01,13.253391639810731,train,98011,BOTHELL,"Northeast 151st Place, Stonehedge Village, Wayne, Bothell, King County, Washington, United States"
3772,5,2.25,2980,7781,1.0,0,0,3,9,1580,1960,-122.279,47.7048,2014-07-01,13.304684934198283,train,98125,SEATTLE,"Northeast 106th Street, Alicia Park, Seattle, King County, Washington, United States"
3773,2,2.5,2510,14878,2.0,0,0,3,10,2510,1990,-122.205,47.7525,2014-07-01,13.304684934198283,train,98011,BOTHELL,
3774,2,2.25,1540,965,3.0,0,0,3,9,1540,2007,-122.318,47.6181,2014-07-01,13.369223455335854,train,98122,SEATTLE,"11th Avenue, Capitol Hill, Seattle, King County, Washington, United States"
3775,3,2.0,1240,11172,1.0,0,0,3,7,1000,1984,-122.037,47.6364,2014-07-01,12.901716706288706,train,98074,SAMMAMISH,"230th Place Northeast, Plateau Estates, Sammamish, King County, Washington, United States"
3776,3,3.5,3830,221284,2.0,0,0,3,10,3530,1993,-122.023,47.7641,2014-07-01,13.592367006650065,train,98077,WOODINVILLE,"Northeast 188th Street, King County, Washington, United States"
3777,3,2.5,1450,1053,2.0,0,0,3,8,940,2008,-122.374,47.6754,2014-07-01,13.038981768465275,train,98107,SEATTLE,"Northwest 64th Street, Ballard, Seattle, King County, Washington, United States"
3778,4,2.5,2300,6087,2.0,0,0,3,7,2300,2001,-122.192,47.5125,2014-07-01,12.973863369085883,train,98056,RENTON,"Aberdeen Avenue Northeast, Kennydale, Renton, King County, Washington, United States"
3779,3,2.0,2050,13303,1.0,0,0,3,8,2050,1993,-122.31,47.2681,2014-07-01,12.658739355122632,train,98003,FEDERAL WAY,
3780,2,2.5,1160,1458,2.0,0,0,3,8,1040,2012,-122.373,47.6384,2014-07-01,13.17115354157376,train,98119,SEATTLE,"Gilman Drive West, Interbay, Queen Anne, Seattle, King County, Washington, United States"
3781,4,2.5,3350,46748,2.0,0,0,3,10,3350,2004,-122.025,47.3432,2014-07-01,13.38472764187182,train,98010,BLACK DIAMOND,"237th Place Southeast, Chateaus at the Greenbrier, Henrys, Black Diamond, King County, Washington, United States"
3782,3,1.75,2530,35150,1.0,0,0,4,7,1800,1977,-122.121,47.3913,2014-07-01,12.834681304952548,train,98042,KENT,"Southeast 235th Street, Kent, King County, Washington, United States"
3783,4,3.25,4350,112750,1.0,0,0,3,9,2200,2006,-121.966,47.5435,2014-07-01,13.652991628466498,train,98027,ISSAQUAH,
3784,2,1.0,1250,3825,1.0,0,0,3,7,850,1929,-122.38,47.6805,2014-07-01,13.03789422077788,train,98117,SEATTLE,
3785,4,1.75,2550,8976,1.0,0,0,5,7,1300,1978,-122.179,47.4286,2014-07-01,12.703661042514144,train,98058,RENTON,
3786,4,2.5,2280,42077,2.0,0,0,3,8,2280,1994,-122.077,47.3424,2014-07-01,13.005829561148378,train,98042,KENT,"Southeast 290th Place, Remington, Kent, King County, Washington, United States"
3787,3,2.25,2880,9750,2.0,0,0,3,10,2880,1989,-122.119,47.5575,2014-07-01,13.617059619240436,train,98006,BELLEVUE,"Southeast 50th Place, Bellevue, King County, Washington, United States"
3788,5,5.5,5190,12637,2.0,0,2,3,11,5190,2001,-121.872,47.5424,2014-07-01,13.737549016494562,train,98065,SNOQUALMIE,"Cascade Avenue Southeast, Snoqualmie, Snoqualmie, King County, Washington, United States"
3789,3,2.5,1530,3210,1.5,0,0,5,7,1010,1928,-122.393,47.6913,2014-07-01,13.208541073645382,train,98117,SEATTLE,"28th Avenue Northwest, North Beach, Seattle, King County, Washington, United States"
3790,2,1.0,1080,7775,1.0,0,0,3,6,1080,1955,-122.394,47.5447,2014-07-01,12.751299696013495,train,98136,SEATTLE,"Marshall Avenue Southwest, Morgan Junction, Seattle, King County, Washington, United States"
3791,4,1.75,1430,4096,2.0,0,0,3,7,1430,1900,-122.306,47.604,2014-07-01,13.09190416991962,train,98122,SEATTLE,"20th Avenue, Madison Valley, Seattle, King County, Washington, United States"
3792,3,1.0,1090,10710,1.0,0,0,4,7,1090,1962,-122.169,47.5,2014-07-01,12.542544882151386,train,98056,RENTON,
3793,3,2.5,2620,51354,2.0,0,0,3,9,2620,1998,-122.028,47.7211,2014-07-01,13.45166712454693,train,98077,WOODINVILLE,"Redmond Ridge Trail, Trilogy, King County, Washington, United States"
3794,3,1.75,1400,13775,1.0,0,0,3,8,1400,1963,-122.259,47.7413,2014-07-01,13.017002861746503,train,98028,KENMORE,"Northeast 156th Street, Moorlands, Kenmore, King County, Washington, United States"
3795,4,2.5,2180,10140,1.0,0,0,4,7,1180,1968,-122.111,47.6822,2014-07-01,13.199324418540456,train,98052,REDMOND,"172nd Avenue Northeast, Redmond, King County, Washington, United States"
3796,3,2.25,1600,45613,2.0,0,0,4,8,1600,1983,-122.117,47.7523,2014-07-01,13.126355398673866,train,98072,WOODINVILLE,"166th Place Northeast, King County, Washington, United States"
3797,5,5.5,7050,42840,1.0,0,2,4,13,4320,1978,-122.22,47.6229,2014-07-01,15.150511624696614,train,98004,BELLEVUE,"Northeast 14th Street, Clyde Hill, King County, Washington, United States"
3798,3,2.0,1770,7000,1.0,0,0,3,7,1770,1986,-122.261,47.3321,2014-07-01,12.392552212472792,train,98001,AUBURN,"58th Place South, Auburn, King County, Washington, United States"
3799,4,1.75,2130,5080,1.5,0,0,3,8,2130,1914,-122.363,47.6427,2014-07-01,13.769990042662466,train,98119,SEATTLE,"5th Avenue West, Queen Anne, Seattle, King County, Washington, United States"
3800,1,1.0,590,833,1.0,0,0,4,7,590,1926,-122.299,47.6082,2014-07-01,12.21602297638334,train,98122,SEATTLE,"East Cherry Street, Madison Valley, Seattle, King County, Washington, United States"
3801,2,1.0,910,2002,1.5,0,0,3,6,910,1900,-122.306,47.6188,2014-07-01,13.304684934198283,train,98112,SEATTLE,"20th Avenue East, Washington Park, Seattle, King County, Washington, United States"
3802,4,1.5,2550,5055,2.0,0,0,4,10,2550,1910,-122.301,47.636,2014-07-01,13.766845385982991,train,98112,SEATTLE,"24th Avenue East, Washington Park, Seattle, King County, Washington, United States"
3803,3,1.75,1110,9012,1.0,0,0,4,7,1110,1966,-122.131,47.6563,2014-07-01,13.021437458814368,train,98052,REDMOND,
3804,4,1.0,1630,2566,1.5,0,0,3,7,1630,1921,-122.3,47.6183,2014-07-01,13.272506035834049,train,98122,SEATTLE,"25th Avenue, Washington Park, Seattle, King County, Washington, United States"
3805,2,1.0,820,4320,1.0,0,0,3,5,820,1937,-122.359,47.514,2014-07-01,11.5376180775606,train,98106,SEATTLE,"20th Avenue Southwest, Seattle, King County, Washington, United States"
3806,3,1.0,1150,6000,1.5,0,0,3,7,1150,1927,-121.787,47.4963,2014-07-01,12.634603026569334,train,98045,NORTH BEND,
3807,4,1.0,1580,8475,1.5,0,2,4,7,1580,1928,-122.254,47.5104,2014-07-01,12.91410843858387,train,98178,SEATTLE,"64th Avenue South, Rainier Beach, Seattle, King County, Washington, United States"
3808,4,2.5,2600,7200,2.0,0,0,3,7,2600,1962,-122.274,47.6944,2014-07-01,13.44661843008695,train,98115,SEATTLE,"49th Avenue Northeast, Lavilla, Seattle, King County, Washington, United States"
3809,4,2.5,1970,6600,2.0,0,0,3,7,1970,1987,-122.168,47.3491,2014-07-01,12.524162674153336,train,98030,KENT,"130th Avenue Southeast, Kent, King County, Washington, United States"
3810,3,2.25,2440,47916,2.0,0,0,3,8,2090,1991,-121.958,47.6347,2014-07-01,13.09190416991962,train,98053,REDMOND,
3811,4,2.5,2440,11005,2.0,0,0,3,9,2440,1994,-122.176,47.5318,2014-07-01,13.214030565930152,train,98056,RENTON,"Southeast 80th Way, Olympus, Newcastle, King County, Washington, United States"
3812,5,2.25,3740,32481,1.5,0,0,3,8,2240,1958,-122.314,47.3965,2014-07-01,12.8790171187726,train,98198,SEATTLE,
3813,4,2.25,2500,8866,2.0,0,0,4,9,2500,1987,-122.146,47.6604,2014-07-01,13.602317337503232,train,98007,BELLEVUE,"Northeast 58th Street, Sheffield Greens III, Bellevue, King County, Washington, United States"
3814,3,1.5,1620,9310,1.0,0,0,4,7,1620,1967,-122.107,47.3665,2014-07-01,12.301155526776864,train,98042,KENT,"Southeast 262nd Street, Covington, King County, Washington, United States"
3815,3,3.25,3140,5445,2.0,0,3,4,10,2240,1913,-122.347,47.6406,2014-07-01,14.31020679980038,train,98109,SEATTLE,
3816,3,2.25,3530,17450,1.0,1,3,3,9,1840,1930,-122.213,47.5358,2014-07-01,14.67713388849612,train,98040,MERCER ISLAND,"East Mercer Way, Mercer Island, King County, Washington, United States"
3817,4,3.0,2890,6885,1.0,0,0,3,7,1590,1945,-122.282,47.6763,2014-07-01,13.073173133213556,train,98115,SEATTLE,
3818,3,2.5,2010,7200,2.0,0,0,3,8,2010,1994,-122.223,47.7372,2014-07-01,13.151922179645874,train,98028,KENMORE,"Northeast 150th Street, Moorlands, Kenmore, King County, Washington, United States"
3819,3,1.75,1990,9594,1.0,0,0,3,8,1190,1977,-122.137,47.6617,2014-07-01,13.13725198989808,train,98052,REDMOND,"Northeast 62nd Court, Spiritbrook, Redmond, King County, Washington, United States"
3820,4,2.5,3002,6042,2.0,0,0,3,8,3002,2004,-122.186,47.4231,2014-07-02,12.885374419268066,train,98055,RENTON,"Southeast 200th Street, Kent, King County, Washington, United States"
3821,4,3.0,1940,8170,1.0,0,0,4,7,1940,1948,-122.302,47.7381,2014-07-02,12.48748510496836,train,98155,SEATTLE,
3822,4,2.5,2040,7260,2.0,0,0,4,7,2040,1963,-122.332,47.7399,2014-07-02,13.071070083016778,train,98133,SEATTLE,"Corliss Place North, Evergreen, Shoreline, King County, Washington, United States"
3823,4,2.0,2090,10800,1.0,0,0,4,7,2090,1951,-122.223,47.5759,2014-07-02,13.398478813484644,train,98040,MERCER ISLAND,"86th Avenue Southeast, Fortuna, Mercer Island, King County, Washington, United States"
3824,5,2.25,2570,13054,1.0,0,1,3,8,1470,1950,-122.352,47.4487,2014-07-02,13.159659162148026,train,98166,SEATTLE,
3825,5,2.5,2950,5500,1.5,0,0,5,7,1720,1918,-122.293,47.5785,2014-07-02,13.400752402944518,train,98144,SEATTLE,
3826,3,2.5,2242,4500,2.0,0,0,3,8,2242,2014,-122.198,47.2583,2014-07-02,12.643617647101747,train,98092,AUBURN,
3827,4,3.0,3550,12327,1.5,0,0,4,10,2180,1990,-122.205,47.7533,2014-07-02,13.487006490992238,train,98011,BOTHELL,
3828,4,2.75,2160,5005,1.0,0,0,3,7,1430,1987,-122.302,47.6971,2014-07-02,13.217673557208654,train,98115,SEATTLE,"25th Avenue Northeast, Wedgwood, Seattle, King County, Washington, United States"
3829,4,2.5,2105,6093,2.0,0,0,3,8,2105,2003,-122.147,47.3531,2014-07-02,12.706847933442663,train,98042,KENT,"145th Place Southeast, Kent, King County, Washington, United States"
3830,4,2.5,2050,5787,2.0,0,0,3,7,2050,2002,-122.315,47.3527,2014-07-02,12.4529327234617,train,98198,SEATTLE,"South 277th Place, Redondo Riviera, Des Moines, King County, Washington, United States"
3831,2,1.0,700,3000,1.0,0,0,4,6,700,1918,-122.346,47.6846,2014-07-02,12.644327576461327,train,98103,SEATTLE,
3832,4,2.0,2100,13468,1.0,0,0,5,7,1050,1962,-122.292,47.7139,2014-07-02,13.071070083016778,train,98125,SEATTLE,"35th Avenue Northeast, Lake City, Seattle, King County, Washington, United States"
3833,3,2.0,1110,7231,1.0,0,0,4,7,1110,1991,-122.191,47.4036,2014-07-02,12.314927050442256,train,98031,KENT,"112th Place Southeast, Kent, King County, Washington, United States"
3834,3,2.25,2080,12134,1.0,0,0,4,8,1530,1973,-122.102,47.6315,2014-07-02,13.312983737012978,train,98052,REDMOND,
3835,3,2.5,1840,9900,1.0,0,0,3,9,1840,1978,-122.151,47.6131,2014-07-02,13.221303325259232,train,98007,BELLEVUE,"142nd Avenue Northeast, Whispering Glen, Bellevue, King County, Washington, United States"
3836,2,1.0,2160,12960,1.0,0,0,3,7,1360,1968,-122.261,47.4702,2014-07-02,12.628067055589549,train,98168,SEATTLE,"58th Avenue South, Tukwila, King County, Washington, United States"
3837,3,2.0,1470,10052,1.0,0,0,4,8,1470,1956,-122.316,47.726,2014-07-02,13.081541382884074,train,98125,SEATTLE,"12th Avenue Northeast, Northgate, Seattle, King County, Washington, United States"
3838,3,1.75,1490,1036,2.0,0,0,3,10,1090,2008,-122.403,47.6588,2014-07-02,13.16158409055761,train,98199,SEATTLE,"36th Avenue West, Lawton Park, Magnolia, Seattle, King County, Washington, United States"
3839,3,1.0,1580,7424,1.0,0,0,3,7,1010,1962,-122.171,47.4607,2014-07-02,12.628067055589549,train,98058,RENTON,"Southeast 158th Street, Renton, King County, Washington, United States"
3840,3,4.5,3850,62726,2.0,0,0,3,10,3120,2013,-122.058,47.6735,2014-07-02,13.726679344257658,train,98053,REDMOND,"Northeast 78th Street, Union Hill-Novelty Hill, King County, Washington, United States"
3841,2,1.0,1050,6600,1.5,0,0,3,6,1050,1964,-122.324,47.4828,2014-07-02,11.719939634354557,train,98168,SEATTLE,"8th Avenue South, Highline, Burien, King County, Washington, United States"
3842,4,2.25,1950,5950,1.0,0,0,3,8,1330,1947,-122.347,47.639,2014-07-02,13.704578997256991,train,98109,SEATTLE,
3843,3,2.0,1660,15050,1.0,0,0,3,7,1260,1983,-122.194,47.7203,2014-07-02,13.023647404465173,train,98034,KIRKLAND,"110th Place Northeast, Kirkland, King County, Washington, United States"
3844,4,2.5,1540,1870,2.0,0,0,3,8,1540,2014,-121.999,47.5524,2014-07-02,13.091900046199775,train,98029,ISSAQUAH,
3845,2,1.0,1500,4000,1.0,0,0,3,8,1100,1933,-122.353,47.6409,2014-07-02,13.508985397711012,train,98109,SEATTLE,
3846,4,2.5,2190,9880,1.0,0,0,4,8,1410,1979,-122.186,47.6926,2014-07-02,13.353475098367715,train,98033,KIRKLAND,"Northeast 103rd Place, Kirkland, King County, Washington, United States"
3847,3,2.0,1340,7200,1.5,0,0,4,7,1340,1923,-122.265,47.5601,2014-07-02,13.208541073645382,train,98118,SEATTLE,
3848,4,2.5,2890,7798,2.0,0,0,3,9,2890,2005,-122.129,47.5456,2014-07-02,13.58609739363647,train,98006,BELLEVUE,"Southeast Cougar Mountain Way, Coal Creek, Bellevue, King County, Washington, United States"
3849,3,2.25,1900,3960,1.5,0,0,3,8,1200,1905,-122.298,47.6122,2014-07-02,13.270783382522602,train,98122,SEATTLE,"27th Avenue, Madison Valley, Seattle, King County, Washington, United States"
3850,4,2.5,1780,6000,2.0,0,0,3,7,1780,1991,-122.302,47.3828,2014-07-02,12.072541252905651,train,98198,SEATTLE,"South 244th Street, Highline, Des Moines, King County, Washington, United States"
3851,4,2.5,4080,18362,2.0,0,2,4,11,4080,1983,-122.214,47.6344,2014-07-02,14.643188631481824,train,98004,BELLEVUE,"95th Avenue Northeast, Clyde Hill, King County, Washington, United States"
3852,4,2.5,2120,4558,2.0,0,0,3,7,2120,2002,-122.022,47.3795,2014-07-02,12.706696406811568,train,98038,MAPLE VALLEY,"Southeast 248th Place, Iddings, Maple Valley, King County, Washington, United States"
3853,3,2.5,1900,7984,2.0,0,0,3,8,1900,1993,-122.194,47.7433,2014-07-02,12.983101310070822,train,98011,BOTHELL,
3854,4,2.0,1660,4800,1.5,0,0,3,7,1660,1922,-122.345,47.6556,2014-07-02,13.262125319779487,train,98103,SEATTLE,"Woodland Park Avenue North, Fremont, Seattle, King County, Washington, United States"
3855,3,1.75,1540,3000,1.0,0,2,3,7,770,1920,-122.36,47.6769,2014-07-02,13.146140449063758,train,98117,SEATTLE,"3rd Avenue Northwest, Greenwood, Seattle, King County, Washington, United States"
3856,3,3.0,1820,1641,3.0,0,0,3,8,1540,2006,-122.358,47.6482,2014-07-02,13.34550692871854,train,98119,SEATTLE,"Seattle Pacific University, 6th Avenue West, Queen Anne, Seattle, King County, Washington, United States"
3857,3,2.25,1550,5511,2.0,0,0,3,8,1550,1987,-122.185,47.6946,2014-07-02,13.08365373363284,train,98033,KIRKLAND,
3858,3,1.75,2270,11472,1.0,0,0,4,7,1370,1956,-122.374,47.7057,2014-07-02,13.37700559577791,train,98177,SEATTLE,
3859,3,3.0,3700,10375,2.0,0,0,3,9,3700,1982,-122.291,47.4286,2014-07-02,13.10011776845701,train,98188,SEATTLE,"South 194th Street, SeaTac, King County, Washington, United States"
3860,3,1.5,1760,4000,2.0,0,0,3,8,1760,1922,-122.32,47.6401,2014-07-02,13.444446876573442,train,98102,SEATTLE,
3861,3,2.25,1450,4050,2.0,0,0,3,7,1450,2010,-122.019,47.367,2014-07-02,12.522706539931722,train,98038,MAPLE VALLEY,"242nd Avenue Southeast, Woodridge, Maple Valley, King County, Washington, United States"
3862,4,2.0,2370,76665,2.0,0,0,4,8,2370,1978,-122.279,47.2831,2014-07-02,12.926348493478372,train,98001,AUBURN,"44th Avenue South, Auburn, King County, Washington, United States"
3863,5,2.0,2190,9072,1.0,0,0,5,7,1110,1965,-122.149,47.6696,2014-07-02,13.304684934198283,train,98052,REDMOND,"Northeast 72nd Street, 49 Firs, Redmond, King County, Washington, United States"
3864,4,3.25,4040,18916,1.0,0,0,4,9,4040,1954,-122.238,47.6155,2014-07-02,14.635796869104627,train,98039,MEDINA,"Overlake Drive West, Eastland, Medina, King County, Washington, United States"
3865,3,1.75,2680,8625,1.0,0,0,5,8,1590,1974,-122.056,47.5316,2014-07-02,13.262125319779487,train,98027,ISSAQUAH,"Mount Si Place Northwest, Issaquah, King County, Washington, United States"
3866,4,3.5,3390,3979,2.0,0,0,3,9,2610,2014,-122.408,47.6482,2014-07-02,13.868757442850647,train,98199,SEATTLE,"West Briarcliff Lane, Briarcliff, Magnolia, Seattle, King County, Washington, United States"
3867,4,2.0,2430,8960,1.0,0,0,3,7,1430,1960,-122.232,47.4979,2014-07-02,12.449018824140564,train,98178,SEATTLE,
3868,4,2.25,2430,4748,1.5,0,0,3,8,1630,1928,-122.389,47.5904,2014-07-02,13.491164501140902,train,98116,SEATTLE,"45th Avenue Southwest, Admiral, West Seattle, Seattle, King County, Washington, United States"
3869,3,3.0,2470,7410,2.0,0,0,5,8,1860,1977,-122.392,47.6937,2014-07-02,13.60602333309755,train,98117,SEATTLE,
3870,5,2.5,2160,7737,2.0,0,0,3,7,2160,1998,-121.872,47.5381,2014-07-02,13.081541382884074,train,98065,SNOQUALMIE,"Autumn Avenue Southeast, Fairway, Snoqualmie, King County, Washington, United States"
3871,3,2.25,1320,1800,2.0,0,0,3,7,1320,1994,-122.289,47.6081,2014-07-02,13.199324418540456,train,98122,SEATTLE,"East Cherry Street, Madrona, Seattle, King County, Washington, United States"
3872,3,1.75,2330,12141,1.0,0,0,3,7,1390,1983,-122.146,47.7607,2014-07-02,13.190022025878145,train,98072,WOODINVILLE,"Northeast 184th Place, Woodinville, King County, Washington, United States"
3873,4,3.5,2500,3080,2.0,0,0,3,8,1810,2008,-122.14,47.6749,2014-07-02,13.304601597392535,train,98052,REDMOND,
3874,5,2.25,2900,10300,1.0,0,0,3,8,1450,1985,-122.151,47.5461,2014-07-02,13.422467969854669,train,98006,BELLEVUE,"Southeast 63rd Street, Bellevue, King County, Washington, United States"
3875,3,2.5,2390,34041,1.0,0,0,3,8,1840,1984,-122.081,47.3546,2014-07-02,12.736553826954603,train,98042,KENT,"195th Avenue Southeast, Winterwood Estates, Kent, King County, Washington, United States"
3876,4,2.75,2620,6178,2.0,0,0,3,8,2620,2013,-121.771,47.4823,2014-07-02,13.071070083016778,train,98045,NORTH BEND,"Southeast 12th Street, North Bend, King County, Washington, United States"
3877,2,1.5,830,1858,2.0,0,0,3,7,830,2005,-122.314,47.5828,2014-07-02,12.72039215855042,train,98144,SEATTLE,"South College Street, Beacon Hill, Seattle, King County, Washington, United States"
3878,2,1.0,1310,7128,1.0,0,0,4,7,940,1980,-122.189,47.3958,2014-07-02,12.441144767709655,train,98031,KENT,"Southeast 230th Place, Kent, King County, Washington, United States"
3879,5,1.0,1870,7800,1.0,0,0,3,7,1580,1962,-122.321,47.5127,2014-07-02,12.476099782743232,train,98168,SEATTLE,"South 101st Street, Glendale, Seattle, King County, Washington, United States"
3880,2,1.0,900,9260,1.0,0,0,3,7,900,1946,-122.36,47.6695,2014-07-02,13.114331205707064,train,98107,SEATTLE,"Northwest 56th Street, Phinney Ridge, Seattle, King County, Washington, United States"
3881,2,1.5,1570,3600,1.5,0,2,4,7,1320,1906,-122.363,47.6366,2014-07-02,13.569610019527447,train,98119,SEATTLE,"5th Avenue West, Queen Anne, Seattle, King County, Washington, United States"
3882,4,2.25,2940,48788,1.0,0,0,5,7,1520,1961,-122.245,47.7422,2014-07-02,13.312983737012978,train,98028,KENMORE,"72nd Avenue Northeast, Moorlands, Kenmore, King County, Washington, United States"
3883,4,1.75,1880,3720,1.5,0,0,4,7,1880,1924,-122.356,47.6431,2014-07-02,13.664687668229693,train,98109,SEATTLE,"Raye Street, Queen Anne, Seattle, King County, Washington, United States"
3884,3,1.75,1730,7416,1.5,0,0,3,7,1730,1954,-122.349,47.76,2014-07-02,12.779873068457553,train,98133,SEATTLE,"North 180th Street, Richmond Highlands, Shoreline, King County, Washington, United States"
3885,5,3.25,3760,9792,2.0,0,0,3,9,2550,1984,-122.115,47.5654,2014-07-02,13.65416740755551,train,98006,BELLEVUE,"170th Avenue Southeast, Cougar Hills, Bellevue, King County, Washington, United States"
3886,3,2.25,1520,7199,2.0,0,0,4,7,1520,1992,-122.034,47.3492,2014-07-02,12.525435054584928,train,98038,MAPLE VALLEY,"Southeast 281st Court, Diamond Hills, Maple Valley, King County, Washington, United States"
3887,3,2.5,3280,10302,1.0,0,0,3,10,1680,1970,-122.286,47.6948,2014-07-02,13.8878312195439,train,98115,SEATTLE,"Northeast 91st Street, Wedgwood, Seattle, King County, Washington, United States"
3888,3,2.5,2490,23891,2.0,0,0,3,9,2490,1993,-122.029,47.6716,2014-07-02,13.458835614025542,train,98053,REDMOND,"Northeast 78th Way, Union Hill-Novelty Hill, King County, Washington, United States"
3889,2,1.5,800,2119,2.0,0,0,3,7,800,2008,-122.362,47.554,2014-07-02,12.487673766415952,train,98106,SEATTLE,"23rd Avenue Southwest, Delridge, Seattle, King County, Washington, United States"
3890,5,1.0,1590,6700,1.5,0,0,3,6,1090,1942,-122.35,47.5075,2014-07-02,12.128111104060462,train,98146,SEATTLE,"12th Avenue Southwest, Seattle, King County, Washington, United States"
3891,5,2.5,2450,6994,2.0,0,0,3,8,2450,2002,-122.192,47.3572,2014-07-02,12.751299696013495,train,98030,KENT,"111th Place Southeast, Erin Glade, Kent, King County, Washington, United States"
3892,4,2.5,1954,4805,2.0,0,0,3,8,1954,2005,-122.19,47.4297,2014-07-02,12.736700896592344,train,98055,RENTON,"113th Avenue Southeast, Kent, King County, Washington, United States"
3893,4,1.75,2610,21600,1.0,0,0,4,8,2610,1966,-122.227,47.6245,2014-07-02,14.077874822431763,train,98004,BELLEVUE,"85th Avenue Northeast, Clyde Hill, King County, Washington, United States"
3894,4,2.0,1620,7992,2.0,0,0,4,7,1620,1975,-122.176,47.395,2014-07-02,12.468436909997664,train,98031,KENT,"125th Avenue Southeast, Kent, King County, Washington, United States"
3895,3,1.75,1200,24805,1.0,0,0,3,6,1200,1984,-122.195,47.4236,2014-07-02,12.429216196844385,train,98031,KENT,"Southeast 200th Street, Kent, King County, Washington, United States"
3896,3,3.75,2670,6517,2.5,0,4,4,8,2020,1977,-122.38,47.5702,2014-07-02,13.503535792943447,train,98126,SEATTLE,
3897,2,1.0,1010,11919,1.0,0,0,3,6,1010,1947,-122.322,47.7461,2014-07-02,12.611537753638338,train,98155,SEATTLE,"6th Avenue Northeast, Paramount Park, Ridgecrest, Shoreline, King County, Washington, United States"
3898,3,3.5,4660,5500,2.0,0,4,5,10,3040,1909,-122.319,47.6465,2014-07-02,14.579814932840549,train,98102,SEATTLE,
3899,2,1.75,1530,3503,1.0,0,1,4,7,830,1916,-122.371,47.6368,2014-07-02,13.17115354157376,train,98119,SEATTLE,"11th Avenue West, Interbay, Queen Anne, Seattle, King County, Washington, United States"
3900,3,2.5,2280,2502,2.0,0,0,3,8,1880,2006,-122.073,47.5364,2014-07-02,13.248996028337697,train,98027,ISSAQUAH,
3901,5,6.25,8020,21738,2.0,0,0,3,11,8020,2001,-122.189,47.5675,2014-07-02,15.009433026436708,train,98006,BELLEVUE,
